"","name","state","pop2000","pop2010","pop2017","poverty","unemployment_rate"
"1573","St. Louis County","Missouri",1016315,998954,996726,9.8,3.43
"1574","Saline County","Missouri",23756,23370,22660,17.3,3.66
"1575","Schuyler County","Missouri",4170,4431,4508,18.4,4.97
"1576","Scotland County","Missouri",4983,4843,4963,16.7,3.2
"1577","Scott County","Missouri",40422,39191,38541,20.1,4.53
"1578","Shannon County","Missouri",8324,8441,8249,30.5,6.16
"1579","Shelby County","Missouri",6799,6373,6021,15.5,3.48
"1580","Stoddard County","Missouri",29705,29968,29369,16.8,5.13
"1581","Stone County","Missouri",28658,32202,31699,12.8,5.6
"1582","Sullivan County","Missouri",7219,6714,6229,15.9,4.13
"1583","Taney County","Missouri",39703,51675,55355,17.1,6.08
"1584","Texas County","Missouri",23003,26008,25735,25.3,4.99
"1585","Vernon County","Missouri",20454,21159,20437,15.2,3.87
"1586","Warren County","Missouri",24525,32513,34373,12.8,3.2
"1587","Washington County","Missouri",23344,25195,25022,20.2,5.46
"1588","Wayne County","Missouri",13259,13521,13296,23.4,5.13
"1589","Webster County","Missouri",31045,36202,38665,18.4,3.85
"1590","Worth County","Missouri",2382,2171,2057,15,2.59
"1591","Wright County","Missouri",17955,18815,18331,25,4.99
"1592","St. Louis city","Missouri",348189,319294,308626,25,4.41
"1593","Beaverhead County","Montana",9202,9246,9434,16.1,3.12
"1594","Big Horn County","Montana",12671,12865,13360,26.8,13.43
"1595","Blaine County","Montana",7009,6491,6708,32.7,4.09
"1596","Broadwater County","Montana",4385,5612,5936,7.8,4.71
"1597","Carbon County","Montana",9552,10078,10696,9.9,3.68
"1598","Carter County","Montana",1360,1160,1222,11.8,2.58
"1599","Cascade County","Montana",80357,81327,81654,13.1,3.77
"1600","Chouteau County","Montana",5970,5813,5765,20.3,3.28
"1601","Custer County","Montana",11696,11699,11721,9.8,3.18
"1602","Daniels County","Montana",2017,1751,1737,4.6,2.3
"1603","Dawson County","Montana",9059,8966,8950,12.3,3.16
"1604","Deer Lodge County","Montana",9417,9298,9106,18.8,3.56
"1605","Fallon County","Montana",2837,2890,3009,5.8,2.68
"1606","Fergus County","Montana",11893,11586,11291,14.7,4.04
"1607","Flathead County","Montana",74471,90928,100000,13.6,5.24
"1608","Gallatin County","Montana",67831,89513,107810,13,2.76
"1609","Garfield County","Montana",1279,1206,1293,5.1,2.86
"1610","Glacier County","Montana",13247,13399,13640,33.1,7.96
"1611","Golden Valley County","Montana",1042,884,822,18.2,5
"1612","Granite County","Montana",2830,3079,3358,9.9,5.86
"1613","Hill County","Montana",16673,16096,16463,21.2,3.8
"1614","Jefferson County","Montana",10049,11406,11891,9.9,4.3
"1615","Judith Basin County","Montana",2329,2072,1961,13.9,3.67
"1616","Lake County","Montana",26507,28746,30273,20.9,4.44
"1617","Lewis and Clark County","Montana",55716,63395,67773,11.4,3.47
"1618","Liberty County","Montana",2158,2339,2427,13.9,3.06
"1619","Lincoln County","Montana",18837,19687,19440,16.4,8.5
"1620","McCone County","Montana",1977,1734,1718,7.7,2.16
"1621","Madison County","Montana",6851,7691,8175,10.6,3.95
"1622","Meagher County","Montana",1932,1891,1851,15.8,4.48
"1623","Mineral County","Montana",3884,4223,4255,20.1,7.56
"1624","Missoula County","Montana",95802,109299,117441,15.9,3.62
"1625","Musselshell County","Montana",4497,4538,4639,17.4,4.44
"1626","Park County","Montana",15694,15636,16353,13.4,4.02
"1627","Petroleum County","Montana",493,494,523,10.1,4.69
"1628","Phillips County","Montana",4601,4253,4119,18,4.53
"1629","Pondera County","Montana",6424,6153,5960,19,3.88
"1630","Powder River County","Montana",1858,1743,1752,8.2,2.56
"1631","Powell County","Montana",7180,7027,6795,14.6,4.36
"1632","Prairie County","Montana",1199,1179,1109,10.1,3.61
"1633","Ravalli County","Montana",36070,40212,42563,16,4.66
"1634","Richland County","Montana",9667,9746,11039,5.9,3.76
"1635","Roosevelt County","Montana",10620,10425,11098,29.1,4.68
"1636","Rosebud County","Montana",9383,9233,9248,19.1,5.18
"1637","Sanders County","Montana",10227,11413,11711,21.2,6.95
"1638","Sheridan County","Montana",4105,3384,3469,12.2,2.74
"1639","Silver Bow County","Montana",34606,34200,34602,19.2,4.22
"1640","Stillwater County","Montana",8195,9117,9419,6.5,3.86
"1641","Sweet Grass County","Montana",3609,3651,3691,10.4,3.13
"1642","Teton County","Montana",6445,6073,6085,9.8,3.96
"1643","Toole County","Montana",5267,5324,4886,16.6,3.11
"1644","Treasure County","Montana",861,718,679,17,3.77
"1645","Valley County","Montana",7675,7369,7433,7.4,3.27
"1646","Wheatland County","Montana",2259,2168,2140,19.8,4.35
"1647","Wibaux County","Montana",1068,1017,1020,10.8,3.25
"1648","Yellowstone County","Montana",129352,147972,158980,10.1,3.51
"1649","Adams County","Nebraska",31151,31364,31678,12.4,3.11
"1650","Antelope County","Nebraska",7452,6685,6362,11.5,2.49
"1651","Arthur County","Nebraska",444,460,457,10.9,5.38
"1652","Banner County","Nebraska",819,690,742,8.9,3.78
"1653","Blaine County","Nebraska",583,478,482,9.8,4.2
"1654","Boone County","Nebraska",6259,5505,5352,7.3,2.47
"1655","Box Butte County","Nebraska",12158,11308,10886,10.9,3.27
"1656","Boyd County","Nebraska",2438,2099,1977,9.8,3.34
"1657","Brown County","Nebraska",3525,3145,3014,16,3.24
"1658","Buffalo County","Nebraska",42259,46102,49732,14.4,2.43
"1659","Burt County","Nebraska",7791,6858,6535,12.3,3.71
"1660","Butler County","Nebraska",8767,8395,8053,7.8,2.77
"1661","Cass County","Nebraska",24334,25241,25889,6.3,3.16
"1662","Cedar County","Nebraska",9615,8852,8530,9.7,2.27
"1663","Chase County","Nebraska",4068,3966,3971,8,1.88
"1664","Cherry County","Nebraska",6148,5713,5818,9,2.34
"1665","Cheyenne County","Nebraska",9830,9998,9676,10.9,2.93
"1666","Clay County","Nebraska",7039,6542,6205,11.1,3.1
"1667","Colfax County","Nebraska",10441,10515,10585,8.2,2.4
"1668","Cuming County","Nebraska",10203,9139,9042,8,2.72
"1669","Custer County","Nebraska",11793,10939,10897,11.9,2.16
"1670","Dakota County","Nebraska",20253,21006,20186,16.8,4.07
"1671","Dawes County","Nebraska",9060,9182,8890,14.3,2.75
"1672","Dawson County","Nebraska",24365,24326,23709,13.7,2.85
"1673","Deuel County","Nebraska",2098,1941,1883,11.1,2.61
"1674","Dixon County","Nebraska",6339,6000,5754,10.3,3.18
"1675","Dodge County","Nebraska",36160,36691,36707,13.2,2.81
"1676","Douglas County","Nebraska",463585,517110,561620,13.5,3.18
"1677","Dundy County","Nebraska",2292,2008,1801,10.5,2.36
"1678","Fillmore County","Nebraska",6634,5890,5582,9.9,2.53
"1679","Franklin County","Nebraska",3574,3225,2990,13.3,3.05
"1680","Frontier County","Nebraska",3099,2756,2631,10.9,2.57
"1681","Furnas County","Nebraska",5324,4959,4780,13.5,2.44
"1682","Gage County","Nebraska",22993,22311,21601,9.1,3.52
"1683","Garden County","Nebraska",2292,2057,1906,11.7,2.77
"1684","Garfield County","Nebraska",1902,2049,2016,7.2,2.52
"1685","Gosper County","Nebraska",2143,2044,2028,5.7,2.6
"1686","Grant County","Nebraska",747,614,649,21.1,2.28
"1687","Greeley County","Nebraska",2714,2538,2374,9.8,3.13
"1688","Hall County","Nebraska",53534,58607,61519,13.5,3.45
"1689","Hamilton County","Nebraska",9403,9124,9207,7.2,2.52
"1690","Harlan County","Nebraska",3786,3423,3443,12.9,2.57
"1691","Hayes County","Nebraska",1068,967,893,9,2.46
"1692","Hitchcock County","Nebraska",3111,2908,2834,14.2,3.43
"1693","Holt County","Nebraska",11551,10435,10202,8.9,2.46
"1694","Hooker County","Nebraska",783,736,674,17.4,3.76
"1695","Howard County","Nebraska",6567,6274,6437,10.2,3.07
"1696","Jefferson County","Nebraska",8333,7547,7178,10.6,2.45
"1697","Johnson County","Nebraska",4488,5217,5185,10.1,3.4
"1698","Kearney County","Nebraska",6882,6489,6530,9.4,2.22
"1699","Keith County","Nebraska",8875,8368,8072,13.1,3.03
"1700","Keya Paha County","Nebraska",983,824,793,7.7,2.48
"1701","Kimball County","Nebraska",4089,3821,3619,11.4,2.86
"1702","Knox County","Nebraska",9374,8701,8472,12.3,3.47
"1703","Lancaster County","Nebraska",250291,285407,314358,14,2.64
"1704","Lincoln County","Nebraska",34632,36288,35280,12.6,3.03
"1705","Logan County","Nebraska",774,763,768,9.7,2.77
"1706","Loup County","Nebraska",712,632,609,8.9,3.06
"1707","McPherson County","Nebraska",533,539,499,16,2.24
"1708","Madison County","Nebraska",35226,34876,35144,16,2.64
"1709","Merrick County","Nebraska",8204,7845,7882,10,2.8
"1710","Morrill County","Nebraska",5440,5042,4836,9.4,2.91
"1711","Nance County","Nebraska",4038,3735,3607,11.7,2.49
"1712","Nemaha County","Nebraska",7576,7248,6949,11.5,3.91
"1713","Nuckolls County","Nebraska",5057,4500,4275,10.8,2.64
"1714","Otoe County","Nebraska",15396,15740,16027,10,3.35
"1715","Pawnee County","Nebraska",3087,2773,2641,20.5,3.07
"1716","Perkins County","Nebraska",3200,2970,2903,4.8,1.95
"1717","Phelps County","Nebraska",9747,9188,9060,7.1,2.34
"1718","Pierce County","Nebraska",7857,7266,7138,6.8,2.7
"1719","Platte County","Nebraska",31662,32237,33175,8.6,2.87
"1720","Polk County","Nebraska",5639,5406,5328,7.6,2.37
"1721","Red Willow County","Nebraska",11448,11055,10728,11.7,2.53
"1722","Richardson County","Nebraska",9531,8363,7969,16.3,3.28
"1723","Rock County","Nebraska",1756,1526,1436,9.7,2.59
"1724","Saline County","Nebraska",13843,14200,14441,11.6,3.08
"1725","Sarpy County","Nebraska",122595,158840,181439,5.3,2.78
"1726","Saunders County","Nebraska",19830,20780,21057,9,2.8
"1727","Scotts Bluff County","Nebraska",36951,36970,36363,13.2,3.42
"1728","Seward County","Nebraska",16496,16750,17161,9.2,2.66
"1729","Sheridan County","Nebraska",6198,5469,5289,15.8,2.64
"1730","Sherman County","Nebraska",3318,3152,3086,10.7,2.88
"1731","Sioux County","Nebraska",1475,1311,1203,12.4,3.01
"1732","Stanton County","Nebraska",6455,6129,5988,9.5,2.82
"1733","Thayer County","Nebraska",6055,5228,5045,10.9,2.25
"1734","Thomas County","Nebraska",729,647,725,12.4,3.17
"1735","Thurston County","Nebraska",7171,6940,7223,30.5,4.99
"1736","Valley County","Nebraska",4647,4260,4209,11.5,2.67
"1737","Washington County","Nebraska",18780,20234,20721,9.8,3.09
"1738","Wayne County","Nebraska",9851,9595,9318,13.5,2.45
"1739","Webster County","Nebraska",4061,3812,3524,11.3,3
"1740","Wheeler County","Nebraska",886,818,818,2.6,2.3
"1741","York County","Nebraska",14598,13665,13806,9.7,2.57
"1742","Churchill County","Nevada",23982,24877,24230,13.8,4.41
"1743","Clark County","Nevada",1375765,1951269,2204079,14.6,5.24
"1744","Douglas County","Nevada",41259,46997,48309,9.8,4.8
"1745","Elko County","Nevada",45291,48818,52649,11.5,3.7
"1746","Esmeralda County","Nevada",971,783,850,6.8,3.82
"1747","Eureka County","Nevada",1651,1987,1961,10,3.05
"1748","Humboldt County","Nevada",16106,16528,16826,9.1,4.18
"1749","Lander County","Nevada",5794,5775,5693,13.2,4.54
"1750","Lincoln County","Nevada",4165,5345,5223,12.1,4.68
"1751","Lyon County","Nevada",34501,51980,54122,13.7,5.96
"1752","Mineral County","Nevada",5071,4772,4457,20.3,5.46
"1753","Nye County","Nevada",32485,43946,44202,17.3,6.38
"1754","Pershing County","Nevada",6693,6753,6508,15,4.5
"1755","Storey County","Nevada",3399,4010,4006,7.7,4.98
"1756","Washoe County","Nevada",339486,421407,460587,13.3,4.18
"1757","White Pine County","Nevada",9181,10030,9592,13,4.02
"1758","Carson City","Nevada",52457,55274,54745,14.7,5.05
"1759","Belknap County","New Hampshire",56325,60088,60785,9.1,2.63
"1760","Carroll County","New Hampshire",43666,47818,48064,9.2,2.63
"1761","Cheshire County","New Hampshire",73825,77117,75960,10.2,2.58
"1762","Coos County","New Hampshire",33111,33055,31634,13.3,3.43
"1763","Grafton County","New Hampshire",81743,89118,89386,10.9,2.18
"1764","Hillsborough County","New Hampshire",380841,400721,409697,8.6,2.84
"1765","Merrimack County","New Hampshire",136225,146445,149216,7.7,2.36
"1766","Rockingham County","New Hampshire",277359,295223,306363,4.8,2.89
"1767","Strafford County","New Hampshire",112233,123143,128613,9.5,2.35
"1768","Sullivan County","New Hampshire",40458,43742,43077,9.4,2.2
"1769","Atlantic County","New Jersey",252552,274549,269918,15.3,7.19
"1770","Bergen County","New Jersey",884118,905116,948406,7.2,3.89
"1771","Burlington County","New Jersey",423394,448734,448596,6.4,4.1
"1772","Camden County","New Jersey",508932,513657,510719,13.1,5.1
"1773","Cape May County","New Jersey",102326,97265,93553,10.6,9.15
"1774","Cumberland County","New Jersey",146438,156898,152538,18.8,6.95
"1775","Essex County","New Jersey",793633,783969,808285,16.7,5.67
"1776","Gloucester County","New Jersey",254673,288288,292206,7.9,4.72
"1777","Hudson County","New Jersey",608975,634266,691643,17.1,4.38
"1778","Hunterdon County","New Jersey",121989,128349,125059,4.5,3.53
"1779","Mercer County","New Jersey",350761,366513,374733,11.3,4.11
"1780","Middlesex County","New Jersey",750162,809858,842798,8.6,4.09
"1781","Monmouth County","New Jersey",615301,630380,626351,7.6,4.12
"1782","Morris County","New Jersey",470212,492276,499693,4.6,3.64
"1783","Ocean County","New Jersey",510916,576567,597943,10.9,4.82
"1784","Passaic County","New Jersey",489049,501226,512607,17,5.69
"1785","Salem County","New Jersey",64285,66083,62792,14.2,6.12
"1786","Somerset County","New Jersey",297490,323444,335432,4.8,3.8
"1787","Sussex County","New Jersey",144166,149265,141682,5.3,4.38
"1788","Union County","New Jersey",522541,536499,563892,10.3,4.77
"1789","Warren County","New Jersey",102437,108692,106798,8.2,4.16
"1790","Bernalillo County","New Mexico",556678,662564,676773,18,5.47
"1791","Catron County","New Mexico",3543,3725,3587,21.5,6.93
"1792","Chaves County","New Mexico",61382,65645,64866,21.2,6.44
"1793","Cibola County","New Mexico",25595,27213,26853,28.5,7.85
"1794","Colfax County","New Mexico",14189,13750,12174,23.5,6.04
"1795","Curry County","New Mexico",45044,48376,49812,22.5,4.84
"1796","De Baca County","New Mexico",2240,2022,1829,22.7,4.52
"1797","Dona Ana County","New Mexico",174682,209233,215579,27.9,6.87
"1798","Eddy County","New Mexico",51658,53829,56997,14.6,5.28
"1799","Grant County","New Mexico",31002,29514,27687,22,6.16
"1800","Guadalupe County","New Mexico",4680,4687,4429,13,6.42
"1801","Harding County","New Mexico",810,695,692,19.8,6.55
"1802","Hidalgo County","New Mexico",5932,4894,4305,26,5.17
"1803","Lea County","New Mexico",55511,64727,68759,16.1,6.57
"1804","Lincoln County","New Mexico",19411,20497,19395,15.4,5.52
"1805","Los Alamos County","New Mexico",18343,17950,18738,5.1,3.77
"1806","Luna County","New Mexico",25016,25095,24078,31.8,14.11
"1807","McKinley County","New Mexico",74798,71492,72564,37.5,8.69
"1808","Mora County","New Mexico",5180,4881,4551,20.3,7.88
"1809","Otero County","New Mexico",62298,63797,65817,21.4,6.11
"1810","Quay County","New Mexico",10155,9041,8306,21.6,6.23
"1811","Rio Arriba County","New Mexico",41190,40246,39159,26.4,6.44
"1812","Roosevelt County","New Mexico",18018,19846,18847,27.5,5.28
"1813","Sandoval County","New Mexico",89908,131561,142507,14.7,6.17
"1814","San Juan County","New Mexico",113801,130044,126926,20.8,7.23
"1815","San Miguel County","New Mexico",30126,29393,27748,30.9,7.44
"1816","Santa Fe County","New Mexico",129292,144170,148750,14.4,5.1
"1817","Sierra County","New Mexico",13270,11988,11116,21.2,7.91
"1818","Socorro County","New Mexico",18078,17866,16798,26.6,6.53
"1819","Taos County","New Mexico",29979,32937,32795,21.3,7.94
"1820","Torrance County","New Mexico",16911,16383,15506,27.1,8.64
"1821","Union County","New Mexico",4174,4549,4187,14.2,3.8
"1822","Valencia County","New Mexico",66152,76569,75940,22,6.66
"1823","Albany County","New York",294565,304204,309612,12.4,4.26
"1824","Allegany County","New York",49927,48946,46894,16.5,6.7
"1825","Bronx County","New York",1332650,1385108,1471160,29.7,6.2
"1826","Broome County","New York",200536,200600,193639,17.1,5.61
"1827","Cattaraugus County","New York",83955,80317,77348,16.9,6.25
"1828","Cayuga County","New York",81963,80026,77603,11.6,5.1
"1829","Chautauqua County","New York",139750,134905,129046,18.5,6.08
"1830","Chemung County","New York",91070,88830,85557,15.8,5.59
"1831","Chenango County","New York",51401,50477,47863,14.5,5.4
"1832","Clinton County","New York",79894,82128,80980,15.7,5.37
"1833","Columbia County","New York",63094,63096,60604,11.4,3.84
"1834","Cortland County","New York",48599,49336,47786,14.7,5.87
"1835","Delaware County","New York",48055,47980,45001,16.5,5.64
"1836","Dutchess County","New York",280150,297488,295568,9.1,4.33
"1837","Erie County","New York",950265,919040,925528,14.9,5.19
"1838","Essex County","New York",38851,39370,37956,8.9,5.56
"1839","Franklin County","New York",51134,51599,51116,19.4,6.07
"1840","Fulton County","New York",55073,55531,53877,16,5.85
"1841","Genesee County","New York",60370,60079,57956,12.8,4.87
"1842","Greene County","New York",48195,49221,47470,12.4,5.26
"1843","Hamilton County","New York",5379,4836,4485,9.7,7.56
"1844","Herkimer County","New York",64427,64519,62240,14.9,5.78
"1845","Jefferson County","New York",111738,116229,114187,14.8,6.55
"1846","Kings County","New York",2465326,2504700,2648771,21.9,4.64
"1847","Lewis County","New York",26944,27087,26551,14.2,6.72
"1848","Livingston County","New York",64328,65393,63799,14.6,5.08
"1849","Madison County","New York",69441,73442,70965,11.1,5.58
"1850","Monroe County","New York",735343,744344,747642,14.8,4.99
"1851","Montgomery County","New York",49708,50219,49258,19.6,5.8
"1852","Nassau County","New York",1334544,1339532,1369514,5.9,4.15
"1853","New York County","New York",1537195,1585873,1664727,17.3,4.04
"1854","Niagara County","New York",219846,216469,211328,13.4,6.21
"1855","Oneida County","New York",235469,234878,231332,16.6,5.09
"1856","Onondaga County","New York",458336,467026,465398,14.9,4.74
"1857","Ontario County","New York",100224,107931,109899,9.7,4.54
"1858","Orange County","New York",341367,372813,382226,12.2,4.6
"1859","Orleans County","New York",44171,42883,40983,15.9,5.95
"1860","Oswego County","New York",122377,122109,118478,18.3,6.53
"1861","Otsego County","New York",61676,62259,60094,16.1,5.08
"1862","Putnam County","New York",95745,99710,99323,4.8,4.25
"1863","Queens County","New York",2229379,2230722,2358582,13.7,3.97
"1864","Rensselaer County","New York",152538,159429,159722,12.6,4.46
"1865","Richmond County","New York",443728,468730,479458,12.9,4.59
"1866","Rockland County","New York",286753,311687,328868,14.2,4.39
"1867","St. Lawrence County","New York",111931,111944,109623,19.4,6.77
"1868","Saratoga County","New York",200635,219607,229869,6.6,4.02
"1869","Schenectady County","New York",146555,154727,155565,12.4,4.53
"1870","Schoharie County","New York",31582,32749,31420,13.9,5.52
"1871","Schuyler County","New York",19224,18343,18000,15.3,5.87
"1872","Seneca County","New York",33342,35251,34498,11.8,4.6
"1873","Steuben County","New York",98726,98990,96281,14.5,5.8
"1874","Suffolk County","New York",1419369,1493350,1492953,7.2,4.54
"1875","Sullivan County","New York",73966,77547,75485,15.9,4.93
"1876","Tioga County","New York",51784,51125,48578,11.2,5.18
"1877","Tompkins County","New York",96501,101564,104802,20.4,4.39
"1878","Ulster County","New York",177749,182493,179417,13.2,4.61
"1879","Warren County","New York",63303,65707,64532,9.9,5.32
"1880","Washington County","New York",61042,63216,61620,12.8,4.69
"1881","Wayne County","New York",93765,93772,90670,11.7,5.04
"1882","Westchester County","New York",923459,949113,980244,9.4,4.56
"1883","Wyoming County","New York",43424,42155,40493,11.4,5.69
"1884","Yates County","New York",24621,25348,24955,13.1,4.47
"1885","Alamance County","North Carolina",130800,151131,162391,17.6,4.3
"1886","Alexander County","North Carolina",33603,37198,37286,14.7,3.67
"1887","Alleghany County","North Carolina",10677,11155,11031,21,5.16
"1888","Anson County","North Carolina",25275,26948,24991,22.7,5.31
"1889","Ashe County","North Carolina",24384,27281,26957,19.4,4.18
"1890","Avery County","North Carolina",17167,17797,17536,14.7,4.35
"1891","Beaufort County","North Carolina",44958,47759,47088,19.1,5.13
"1892","Bertie County","North Carolina",19773,21282,19224,22,6.08
"1893","Bladen County","North Carolina",32278,35190,33478,24.5,5.97
"1894","Brunswick County","North Carolina",73143,107431,130897,14.1,5.66
"1895","Buncombe County","North Carolina",206330,238318,257607,13.2,3.49
"1896","Burke County","North Carolina",89148,90912,89293,19.3,4.28
"1897","Cabarrus County","North Carolina",131063,178011,206872,11.5,4.16
"1898","Caldwell County","North Carolina",77415,83029,81981,16.4,4.52
"1899","Camden County","North Carolina",6885,9980,10581,9,4.47
"1900","Carteret County","North Carolina",59383,66469,68881,12.5,4.5
"1901","Caswell County","North Carolina",23501,23719,22646,21.3,4.86
"1902","Catawba County","North Carolina",141685,154358,157974,14.2,4.21
"1903","Chatham County","North Carolina",49329,63505,71472,13.3,3.88
"1904","Cherokee County","North Carolina",24298,27444,28087,16.8,5.07
"1905","Chowan County","North Carolina",14526,14793,14105,22.8,5.47
"1906","Clay County","North Carolina",8775,10587,11074,17.5,5.03
"1907","Cleveland County","North Carolina",96287,98078,97334,19.9,4.72
"1908","Columbus County","North Carolina",54749,58098,55936,23.6,5.58
"1909","Craven County","North Carolina",91436,103505,102578,15.4,4.74
"1910","Cumberland County","North Carolina",302963,319431,332546,18.2,5.75
"1911","Currituck County","North Carolina",18190,23547,26331,9.1,4.46
"1912","Dare County","North Carolina",29967,33920,36099,8.9,5.95
"1913","Davidson County","North Carolina",147246,162878,165466,15.8,4.35
"1914","Davie County","North Carolina",34835,41240,42456,14,4.04
"1915","Duplin County","North Carolina",49063,58505,59039,26.3,4.93
"1916","Durham County","North Carolina",223314,267587,311640,16.4,4.08
"1917","Edgecombe County","North Carolina",55606,56552,52747,24.6,7.79
"1918","Forsyth County","North Carolina",306067,350670,376320,18.7,4.43
"1919","Franklin County","North Carolina",47260,60619,66168,16.4,4.67
"1920","Gaston County","North Carolina",190365,206086,220182,16.5,4.62
"1921","Gates County","North Carolina",10516,12197,11544,12.4,4.52
"1922","Graham County","North Carolina",7993,8861,8541,19,6.81
"1923","Granville County","North Carolina",48498,59916,59557,14.3,3.87
"1924","Greene County","North Carolina",18974,21362,21015,25.8,4.51
"1925","Guilford County","North Carolina",421048,488406,526953,16.7,4.82
"1926","Halifax County","North Carolina",57370,54691,51310,26.8,7.38
"1927","Harnett County","North Carolina",91025,114678,132754,18,5.15
"1928","Haywood County","North Carolina",54033,59036,61084,16.6,4.09
"1929","Henderson County","North Carolina",89173,106740,115708,11.8,3.86
"1930","Hertford County","North Carolina",22601,24669,23906,23.3,5.82
"1931","Hoke County","North Carolina",33646,46952,54116,21.9,5.79
"1932","Hyde County","North Carolina",5826,5810,5363,20.3,8.53
"1933","Iredell County","North Carolina",122660,159437,175711,12.7,4.25
"1934","Jackson County","North Carolina",33121,40271,42973,21.6,4.84
"1935","Johnston County","North Carolina",121965,168878,196708,14.5,4.17
"1936","Jones County","North Carolina",10381,10153,9597,26.4,4.49
"1937","Lee County","North Carolina",49040,57866,60430,17.5,5.15
"1938","Lenoir County","North Carolina",59648,59495,56883,22.3,4.56
"1939","Lincoln County","North Carolina",63780,78265,82403,15.2,4.03
"1940","McDowell County","North Carolina",42151,44996,45159,19.3,4.15
"1941","Macon County","North Carolina",29811,33922,34732,17.7,4.72
"1942","Madison County","North Carolina",19635,20764,21746,17.8,4.35
"1943","Martin County","North Carolina",25593,24505,22789,19.2,5.76
"1944","Mecklenburg County","North Carolina",695454,919628,1076837,13.4,4.31
"1945","Mitchell County","North Carolina",15687,15579,15072,15.4,5.32
"1946","Montgomery County","North Carolina",26822,27798,27435,20.9,4.64
"1947","Moore County","North Carolina",74769,88247,97264,13.3,4.52
"1948","Nash County","North Carolina",87420,95840,93991,15.9,6.13
"1949","New Hanover County","North Carolina",160307,202667,227198,18,4.2
"1950","Northampton County","North Carolina",22086,22099,19862,25.4,6.35
"1951","Onslow County","North Carolina",150355,177772,193893,14.1,5.08
"1952","Orange County","North Carolina",118227,133801,144946,14,3.82
"1953","Pamlico County","North Carolina",12934,13144,12689,15.1,4.8
"1954","Pasquotank County","North Carolina",34897,40661,39743,18.1,5.58
"1955","Pender County","North Carolina",41082,52217,60958,15.8,4.73
"1956","Perquimans County","North Carolina",11368,13453,13474,18.8,5.78
"1957","Person County","North Carolina",35623,39464,39370,18.1,4.67
"1958","Pitt County","North Carolina",133798,168148,179042,24.3,4.93
"1959","Polk County","North Carolina",18324,20510,20558,10.9,4.22
"1960","Randolph County","North Carolina",130454,141752,143282,16.7,4.42
"1961","Richmond County","North Carolina",46564,46639,44798,26.1,6.13
"1962","Robeson County","North Carolina",123339,134168,132606,29.2,6.65
"1963","Rockingham County","North Carolina",91928,93643,90949,18.5,5.23
"1964","Rowan County","North Carolina",130340,138428,140644,16.8,4.71
"1965","Rutherford County","North Carolina",62899,67810,66551,19.6,6.15
"1966","Sampson County","North Carolina",60161,63431,63430,24.3,4.81
"1967","Scotland County","North Carolina",35998,36157,35093,29.8,7.85
"1968","Stanly County","North Carolina",58100,60585,61482,15.7,4.15
"1969","Stokes County","North Carolina",44711,47401,45717,13.9,4.3
"1970","Surry County","North Carolina",71219,73673,72224,17.6,4.26
"1971","Swain County","North Carolina",12968,13981,14294,20.9,5.1
"1972","Transylvania County","North Carolina",29334,33090,33956,15.5,4.36
"1973","Tyrrell County","North Carolina",4149,4407,4052,26.8,7.63
"1974","Union County","North Carolina",123677,201292,231366,9.4,4
"1975","Vance County","North Carolina",42954,45422,44211,23,6.27
"1976","Wake County","North Carolina",627846,900993,1072203,10.1,3.92
"1977","Warren County","North Carolina",19972,20972,19883,22.3,6.94
"1978","Washington County","North Carolina",13723,13228,12012,24.1,6.76
"1979","Watauga County","North Carolina",42695,51079,55121,28.3,4.11
"1980","Wayne County","North Carolina",113329,122623,124172,21.2,5.12
"1981","Wilkes County","North Carolina",65632,69340,68576,20.9,4.3
"1982","Wilson County","North Carolina",73814,81234,81671,20.6,7.31
"1983","Yadkin County","North Carolina",36348,38406,37774,17.3,4.02
"1984","Yancey County","North Carolina",17774,17818,17744,19.6,4.6
"1985","Adams County","North Dakota",2593,2343,2318,9.2,2.41
"1986","Barnes County","North Dakota",11775,11066,10734,10,2.74
"1987","Benson County","North Dakota",6964,6660,6936,33.3,3.54
"1988","Billings County","North Dakota",888,783,940,10.3,2.97
"1989","Bottineau County","North Dakota",7149,6429,6530,8.6,3.27
"1990","Bowman County","North Dakota",3242,3151,3166,8.5,1.73
"1991","Burke County","North Dakota",2242,1968,2131,7.3,3.08
"1992","Burleigh County","North Dakota",69416,81308,95030,8.5,2.41
"1993","Cass County","North Dakota",123138,149778,177787,11.2,2.08
"1994","Cavalier County","North Dakota",4831,3993,3762,8.6,2.62
"1995","Dickey County","North Dakota",5757,5289,4861,6.3,1.76
"1996","Divide County","North Dakota",2283,2071,2288,13,1.66
"1997","Dunn County","North Dakota",3600,3536,4289,10.6,2.12
"1998","Eddy County","North Dakota",2757,2385,2316,13.2,4.61
"1999","Emmons County","North Dakota",4331,3550,3301,11.9,3.99
"2000","Foster County","North Dakota",3759,3343,3257,7.1,2.45
"2001","Golden Valley County","North Dakota",1924,1680,1789,9.4,1.99
"2002","Grand Forks County","North Dakota",66109,66861,70795,17,2.18
"2003","Grant County","North Dakota",2841,2394,2376,12.8,2.87
"2004","Griggs County","North Dakota",2754,2420,2258,8,2.9
"2005","Hettinger County","North Dakota",2715,2477,2483,9.3,1.9
"2006","Kidder County","North Dakota",2753,2435,2482,6.9,3.54
"2007","LaMoure County","North Dakota",4701,4139,4087,10.7,1.87
